ID,Department,Number,Name,Description
236,CE,3702,Materials Laboratory,"Laboratory study of the macroscopic mechanical, thermal, and time-dependent properties and behaviors of typical civil engineering construction materials (metals, concrete, wood, plastics). Students plan and conduct experiments, and prepare written reports. Corequisite: CE 3700. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
237,CE,3212,Fluid Mechanics Laboratory,"Laboratory study of the flow of fluids. Uses laboratory data to quantify hydrostatic forces, flow rates in pipes and open channels, forces due to impact, and flow regimes in open channels. Students conduct experiments and prepare written reports. Prerequisite: CE 2300 or MAE 2300. Corequisite: CE 3210. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
238,CE,4280,Paleohydrology,"Paleohydrology is the study of ancient use and handling of water. Course's primary objective: investigate innovative, sophisticated solutions Inca engineers used to design and construct one of the ancient world's most advanced hydrological systems. Students will apply basic hydrological and hydraulic engineering principles to investigate the Inca Misana Water Temple complex at Ollantaytombo. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
239,CE,4340,Advanced Topics in Structural Engineering,"Direct stiffness analysis of frames and grids; second order frame analysis; uniform torsion of non-circular sections; influence functions; introduction to work and energy theorems; polynomial approximation and approximate stiffness matrices for framed structures; topics in beam analysis including shear deformable beams, beams on elastic foundations and elastic foundations. Prerequisite: CE 3300 or equivalent. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
240,CE,6490,Transportation Data Analysis and Modeling,"Economic theory and applications enhance transport demand analysis, transport pricing, welfare considerations and policy evaluation. This course illustrates the fundamentals of transport economics (costs, benefits and pricing), describes key factors that affect these (movement and location choice), and introduces different methods of economic analysis for quantifying the trends in and interactions across these topics. Pre/Co-requisite: CE 6410 window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
241,CE,6440,Intelligent Transportation Systems,"An introductory to sustainability metrics and the engineering tools of industrial ecology, most notably life cycle assessment (LCA). Case studies from various engineering disciplines will be explored. Students will undertake an open-ended LCA project related to their thesis research or improving the sustainability of UVA operations. Prerequisite: SEAS 4th-year or Grad standing. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
242,CE,3700,Properties and Behavior of Materials,"Applies basic engineering principles, analytical procedures and design methodology to special problems of current interest in civil engineering. Topics for each semester are announced at the time of course enrollment. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
243,CE,4220,Coastal Engineering:Energy and Environment,"Students will be introduced to current civil engineering challenges and emerging solutions. Research and practical case studies will be included. Participants will summarize and explore implications of introduced topics. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
244,CE,4300,Design of Metal Structures I,"Paleohydrology is the study of ancient use and handling of water. Course's primary objective: investigate innovative, sophisticated solutions Inca engineers used to design and construct one of the ancient world's most advanced hydrological systems. Students will apply basic hydrological and hydraulic engineering principles to investigate the Inca Misana Water Temple complex at Ollantaytombo. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
245,CE,5320,Advanced Reinforced Concrete Design,"Introduces engineering problem solving using geographic information systems (GIS). GIS has proven to be an effective tool in civil engineering applications that incluce a significant spatial component. The course addresses basic GIS concepts, and includes hands-on exercises using GIS software. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
246,CE,6280,Paleo-Engineering,"The goal of this course is to illustrate the importance of uncertainty analysis in hydrology. Topics include extreme value theory applied to floods & droughts, regionalization methods for predictions in ungauged basins, & trend analysis of historical time series. Students should leave the course with an understanding of how to apply these methods in practice to design civil infrastructure systems that are robust to hydrologic uncertainty. Prerequisite: APMA 3100 and CE 3220 or Equivalent window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
247,CE,3310,Design of Concrete Structures,"Introduces physical properties of concrete and reinforcing steel. Design and analysis of basic structural elements of reinforced concrete including beams, slabs, columns, and footings. Consideration of construction practices and building codes. Prerequisites: CE 3300. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
