CourseID,Number,Name,Description
505,3010,Astronautics,"MAE 3010 Astronautics  Student Evaluations Discussion of the Keplerian two-body problem; elliptic, parabolic, and hyperbolic orbits; solution of Kepler's equation and analogs; the classical orbital elements; orbit determination; prediction of future position and velocity; orbital perturbations; Lambert's problem. Prerequisites: MAE 2320."
506,3140,Elements of Heat and Mass Transfer,"MAE 3140 Elements of Heat and Mass Transfer  Student Evaluations Analysis of steady state and transient heat conduction in solids with elementary analytical and numerical solution techniques; fundamentals of radiation heat transfer, including exchange among black and diffuse gray surfaces; free and forced convective heat transfer with applications of boundary layer theory and an introduction to mass transfer by diffusion using the heat-mass transfer analogy. Prerequisite: MAE 2100 and MAE 3210."
507,3220,Aerodynamics,"MAE 3220 Compressible Aerodynamics  Student Evaluations Boundary layers: similarity, Blasius and momentum integral methods. Ideal Flows: Kelvin's circulation theorem; complex potential; superposition; Kutta-Joukowski; thin airfoils; finite wings; lifting lines. Gas dynamics: sound waves; normal and oblique shocks; Prandtl-Meyer expansion; quasi 1D flows; converging-diverging nozzles; choked flows; diffusers; Rayleigh line and Fanno line flows. Prerequisites: MAE 2100 and MAE 3210"
508,3503,Special Topics in Aerospace Engineering,MAE 3503 Special Topics in Aerospace Engineering  Student Evaluations Special topics in aerospace engineering
509,3620,Machine Elements and Fatigue in Design,"MAE 3620 Machine Elements and Fatigue in Design  Student Evaluations Applies mechanical analysis to the basic design of machine elements; basic concepts in statistics and reliability analysis, advanced strength of materials, and fatigue analysis; and the practical design and applications of materials to fastening systems, weldments, power screws, springs, journal and anti-friction bearings, gears, brake clutches and flexible power transmission elements. Prerequisites: MAE 3310."
510,3730,Flight Vehicle Dynamics,"MAE 3730 Flight Vehicle Dynamics  Student Evaluations Introduces definitions and concepts and includes a review of longitudinal static stability; rigid body dynamics: general equations of motion, rotating coordinate systems; small disturbance theory; atmospheric flight mechanics, stability derivatives; motion analysis of aircraft; static and dynamic stability; aircraft handling qualities; and an introduction to flight control systems and automatic stabilization. Prerequisite: MAE 2320."
511,3820,Aerodynamics Laboratory,"MAE 3820 Aerodynamics Laboratory  Student Evaluations Application of experimental methods to the design of experiments. Topics include data acquisition, hypothesis testing, and uncertainty assessment. Includes two experiments to investigate wing aerodynamic behaviors in a low speed wind tunnel and supersonic flow over a model or through a nozzle. Additional activities and experiments may vary to meet student interest. Prerequisite: MAE 2330 or MAE 3230."
512,3840,Mechanical Engineering Laboratory,"MAE 3840 Mechanical Engineering Laboratory  Student Evaluations Application of experimental methods to the design of experiments. Topics include data acquisition, hypothesis testing, and uncertainty assessment. Students will complete an array of experiments requiring the examination of test equipment and procedures for heat transfer, mechanical and fluid systems. Pre-requisites: MAE 2330 or MAE 3230."
513,4260,Robotic Autonomy,"MAE 4260 Robotic Autonomy  Student Evaluations Principles of robotic autonomy for navigating unstructured environments using mathematical principles. Basic probability theory, numerical techniques for recursive Bayesian estimation and multi-sensor data fusion, Simultaneous Localization and Mapping, quantification of belief, and autonomous control. Prerequisites: MAE 2320 Dynamics and CS 1110 or CS 1111 or CS 1112 Introduction to Programming, or instructor's permission."
514,4300,Wind Energy,"MAE 4300 Wind Energy  Student Evaluations Fundamentals of modern wind turbines with emphasis on mechanical and aerospace engineering aspects as well as design and economic considerations. Topics include wind resources, aerodynamics and performance, control of turbine dynamics for power and safety, structural loads and response, blade materials and design, siting and installation, and economic drivers of wind systems. Prerequisite: MAE/CE 3210 or MAE 3215"
515,4502,Special Topics in Mechanical Engineering,"MAE 4502 Special Topics in Mechanical Engineering  Student Evaluations Applies basic engineering science, design methods, and systems analysis to developing areas and current problems in mechanical engineering. Topics vary based on student and faculty interest."
516,4512,Mechanical Engineering Special Project,"MAE 4512 Mechanical Engineering Special Project  Student Evaluations Individual survey, analysis, or apparatus project in the mechanical engineering field, concluded with the submission of a formal report. Subject originates with students wishing to develop a technical idea of personal interest. One hour conference per week. Prerequisite: Professional standing and prior approval by a faculty member who is project supervisor. Prerequisite: fourth year standing."
